Dataset Size,Number of Ants,Alpha,Beta,Evaporation,Q,Iterations,Result
100,100,0.10,1.00,0.70,0,200,4751.0
100,100,0.10,1.00,0.70,5,200,4596.0
100,100,0.10,1.00,0.70,10,200,4590.0
100,100,0.10,1.00,0.70,15,200,4520.0
100,100,0.10,1.00,1.00,0,200,4751.0
100,100,0.10,1.00,1.00,5,200,4694.0
100,100,0.10,1.00,1.00,10,200,4718.0
100,100,0.10,1.00,1.00,15,200,4472.0
100,100,0.10,2.00,0.10,0,200,3458.0
100,100,0.10,2.00,0.10,5,200,2856.0
100,100,0.10,2.00,0.10,10,200,2725.0
100,100,0.10,2.00,0.10,15,200,2902.0
100,100,0.10,2.00,0.40,0,200,3458.0
100,100,0.10,2.00,0.40,5,200,3138.0
100,100,0.10,2.00,0.40,10,200,3081.0
100,100,0.10,2.00,0.40,15,200,3147.0
100,100,0.10,2.00,0.70,0,200,3458.0
100,100,0.10,2.00,0.70,5,200,3298.0
100,100,0.10,2.00,0.70,10,200,3280.0
100,100,0.10,2.00,0.70,15,200,3278.0
100,100,0.10,2.00,1.00,0,200,3458.0
100,100,0.10,2.00,1.00,5,200,3388.0
100,100,0.10,2.00,1.00,10,200,3420.0
100,100,0.10,2.00,1.00,15,200,3216.0
100,100,0.10,3.00,0.10,0,200,2686.0
100,100,0.10,3.00,0.10,5,200,2342.0
100,100,0.10,3.00,0.10,10,200,2359.0
100,100,0.10,3.00,0.10,15,200,2299.0
100,100,0.10,3.00,0.40,0,200,2686.0
100,100,0.10,3.00,0.40,5,200,2467.0
100,100,0.10,3.00,0.40,10,200,2447.0
100,100,0.10,3.00,0.40,15,200,2467.0
100,100,0.10,3.00,0.70,0,200,2686.0
100,100,0.10,3.00,0.70,5,200,2525.0
100,100,0.10,3.00,0.70,10,200,2536.0
100,100,0.10,3.00,0.70,15,200,2564.0
100,100,0.10,3.00,1.00,0,200,2686.0
100,100,0.10,3.00,1.00,5,200,2593.0
100,100,0.10,3.00,1.00,10,200,2600.0
100,100,0.10,3.00,1.00,15,200,2647.0
100,100,0.10,4.00,0.10,0,200,2258.0
100,100,0.10,4.00,0.10,5,200,2141.0
100,100,0.10,4.00,0.10,10,200,2148.0
100,100,0.10,4.00,0.10,15,200,2131.0
100,100,0.10,4.00,0.40,0,200,2258.0
100,100,0.10,4.00,0.40,5,200,2115.0
100,100,0.10,4.00,0.40,10,200,2088.0
100,100,0.10,4.00,0.40,15,200,2130.0
100,100,0.10,4.00,0.70,0,200,2258.0
100,100,0.10,4.00,0.70,5,200,2202.0
100,100,0.10,4.00,0.70,10,200,2239.0
100,100,0.10,4.00,0.70,15,200,2194.0
100,100,0.10,4.00,1.00,0,200,2258.0
100,100,0.10,4.00,1.00,5,200,2329.0
100,100,0.10,4.00,1.00,10,200,2276.0
100,100,0.10,4.00,1.00,15,200,2276.0
100,100,0.10,5.00,0.10,0,200,2135.0
100,100,0.10,5.00,0.10,5,200,2015.0
100,100,0.10,5.00,0.10,10,200,1975.0
100,100,0.10,5.00,0.10,15,200,2028.0
100,100,0.10,5.00,0.40,0,200,2135.0
100,100,0.10,5.00,0.40,5,200,2064.0
100,100,0.10,5.00,0.40,10,200,2074.0
100,100,0.10,5.00,0.40,15,200,2029.0
100,100,0.10,5.00,0.70,0,200,2135.0
100,100,0.10,5.00,0.70,5,200,2075.0
100,100,0.10,5.00,0.70,10,200,2081.0
100,100,0.10,5.00,0.70,15,200,2038.0
100,100,0.10,5.00,1.00,0,200,2135.0
100,100,0.10,5.00,1.00,5,200,2118.0
100,100,0.10,5.00,1.00,10,200,2118.0
100,100,0.10,5.00,1.00,15,200,2099.0
100,100,0.60,1.00,0.10,0,200,4751.0
100,100,0.60,1.00,0.10,5,200,2721.0
100,100,0.60,1.00,0.10,10,200,2737.0
100,100,0.60,1.00,0.10,15,200,2655.0
100,100,0.60,1.00,0.40,0,200,4751.0
100,100,0.60,1.00,0.40,5,200,2794.0
100,100,0.60,1.00,0.40,10,200,2772.0
100,100,0.60,1.00,0.40,15,200,2847.0
100,100,0.60,1.00,0.70,0,200,4751.0
100,100,0.60,1.00,0.70,5,200,2963.0
100,100,0.60,1.00,0.70,10,200,2972.0
100,100,0.60,1.00,0.70,15,200,2989.0
100,100,0.60,1.00,1.00,0,200,4751.0
100,100,0.60,1.00,1.00,5,200,4553.0
100,100,0.60,1.00,1.00,10,200,4468.0
100,100,0.60,1.00,1.00,15,200,4331.0
100,100,0.60,2.00,0.10,0,200,3458.0
100,100,0.60,2.00,0.10,5,200,2142.0
100,100,0.60,2.00,0.10,10,200,2129.0
100,100,0.60,2.00,0.10,15,200,2148.0
100,100,0.60,2.00,0.40,0,200,3458.0
100,100,0.60,2.00,0.40,5,200,2147.0
100,100,0.60,2.00,0.40,10,200,2196.0
100,100,0.60,2.00,0.40,15,200,2157.0
100,100,0.60,2.00,0.70,0,200,3458.0
100,100,0.60,2.00,0.70,5,200,2253.0
100,100,0.60,2.00,0.70,10,200,2105.0
100,100,0.60,2.00,0.70,15,200,2238.0
100,100,0.60,2.00,1.00,0,200,3458.0
100,100,0.60,2.00,1.00,5,200,3084.0
100,100,0.60,2.00,1.00,10,200,2986.0
100,100,0.60,2.00,1.00,15,200,2868.0
100,100,0.60,3.00,0.10,0,200,2686.0
100,100,0.60,3.00,0.10,5,200,1998.0
100,100,0.60,3.00,0.10,10,200,1934.0
100,100,0.60,3.00,0.10,15,200,1940.0
100,100,0.60,3.00,0.40,0,200,2686.0
100,100,0.60,3.00,0.40,5,200,2010.0
100,100,0.60,3.00,0.40,10,200,1974.0
100,100,0.60,3.00,0.40,15,200,1996.0
100,100,0.60,3.00,0.70,0,200,2686.0
100,100,0.60,3.00,0.70,5,200,2029.0
100,100,0.60,3.00,0.70,10,200,2017.0
100,100,0.60,3.00,0.70,15,200,2028.0
100,100,0.60,3.00,1.00,0,200,2686.0
100,100,0.60,3.00,1.00,5,200,2414.0
100,100,0.60,3.00,1.00,10,200,2351.0
100,100,0.60,3.00,1.00,15,200,2293.0
100,100,0.60,4.00,0.10,0,200,2258.0
100,100,0.60,4.00,0.10,5,200,1920.0
100,100,0.60,4.00,0.10,10,200,1929.0
100,100,0.60,4.00,0.10,15,200,1917.0
100,100,0.60,4.00,0.40,0,200,2258.0
100,100,0.60,4.00,0.40,5,200,1880.0
100,100,0.60,4.00,0.40,10,200,1948.0
100,100,0.60,4.00,0.40,15,200,1954.0
100,100,0.60,4.00,0.70,0,200,2258.0
100,100,0.60,4.00,0.70,5,200,1959.0
100,100,0.60,4.00,0.70,10,200,1940.0
100,100,0.60,4.00,0.70,15,200,1936.0
100,100,0.60,4.00,1.00,0,200,2258.0
100,100,0.60,4.00,1.00,5,200,2122.0
100,100,0.60,4.00,1.00,10,200,2127.0
100,100,0.60,4.00,1.00,15,200,2099.0
100,100,0.60,5.00,0.10,0,200,2135.0
100,100,0.60,5.00,0.10,5,200,1869.0
100,100,0.60,5.00,0.10,10,200,1892.0
100,100,0.60,5.00,0.10,15,200,1883.0
100,100,0.60,5.00,0.40,0,200,2135.0
100,100,0.60,5.00,0.40,5,200,1886.0
100,100,0.60,5.00,0.40,10,200,1865.0
100,100,0.60,5.00,0.40,15,200,1869.0
100,100,0.60,5.00,0.70,0,200,2135.0
100,100,0.60,5.00,0.70,5,200,1913.0
100,100,0.60,5.00,0.70,10,200,1890.0
100,100,0.60,5.00,0.70,15,200,1892.0
100,100,0.60,5.00,1.00,0,200,2135.0
100,100,0.60,5.00,1.00,5,200,2001.0
100,100,0.60,5.00,1.00,10,200,1994.0
100,100,0.60,5.00,1.00,15,200,1982.0
100,100,1.10,1.00,0.10,0,200,4751.0
100,100,1.10,1.00,0.10,5,200,1906.0
100,100,1.10,1.00,0.10,10,200,1909.0
100,100,1.10,1.00,0.10,15,200,1874.0
100,100,1.10,1.00,0.40,0,200,4751.0
100,100,1.10,1.00,0.40,5,200,1926.0
100,100,1.10,1.00,0.40,10,200,1868.0
100,100,1.10,1.00,0.40,15,200,1925.0
100,100,1.10,1.00,0.70,0,200,4751.0
100,100,1.10,1.00,0.70,5,200,1870.0
100,100,1.10,1.00,0.70,10,200,1862.0
100,100,1.10,1.00,0.70,15,200,1926.0
100,100,1.10,1.00,1.00,0,200,4751.0
100,100,1.10,1.00,1.00,5,200,4383.0
100,100,1.10,1.00,1.00,10,200,4049.0
100,100,1.10,1.00,1.00,15,200,3904.0
100,100,1.10,2.00,0.10,0,200,3458.0
100,100,1.10,2.00,0.10,5,200,1870.0
100,100,1.10,2.00,0.10,10,200,1876.0
100,100,1.10,2.00,0.10,15,200,1884.0
100,100,1.10,2.00,0.40,0,200,3458.0
100,100,1.10,2.00,0.40,5,200,1845.0
100,100,1.10,2.00,0.40,10,200,1870.0
100,100,1.10,2.00,0.40,15,200,1868.0
100,100,1.10,2.00,0.70,0,200,3458.0
100,100,1.10,2.00,0.70,5,200,1836.0
100,100,1.10,2.00,0.70,10,200,1847.0
100,100,1.10,2.00,0.70,15,200,1822.0
100,100,1.10,2.00,1.00,0,200,3458.0
100,100,1.10,2.00,1.00,5,200,2898.0
100,100,1.10,2.00,1.00,10,200,2502.0
100,100,1.10,2.00,1.00,15,200,2334.0
100,100,1.10,3.00,0.10,0,200,2686.0
100,100,1.10,3.00,0.10,5,200,1881.0
100,100,1.10,3.00,0.10,10,200,1888.0
100,100,1.10,3.00,0.10,15,200,1874.0
100,100,1.10,3.00,0.40,0,200,2686.0
100,100,1.10,3.00,0.40,5,200,1853.0
100,100,1.10,3.00,0.40,10,200,1850.0
100,100,1.10,3.00,0.40,15,200,1879.0
100,100,1.10,3.00,0.70,0,200,2686.0
100,100,1.10,3.00,0.70,5,200,1851.0
100,100,1.10,3.00,0.70,10,200,1849.0
100,100,1.10,3.00,0.70,15,200,1848.0
100,100,1.10,3.00,1.00,0,200,2686.0
100,100,1.10,3.00,1.00,5,200,2204.0
100,100,1.10,3.00,1.00,10,200,2056.0
100,100,1.10,3.00,1.00,15,200,2022.0
100,100,1.10,4.00,0.10,0,200,2258.0
100,100,1.10,4.00,0.10,5,200,1890.0
100,100,1.10,4.00,0.10,10,200,1892.0
100,100,1.10,4.00,0.10,15,200,1872.0
100,100,1.10,4.00,0.40,0,200,2258.0
100,100,1.10,4.00,0.40,5,200,1863.0
100,100,1.10,4.00,0.40,10,200,1869.0
100,100,1.10,4.00,0.40,15,200,1881.0
100,100,1.10,4.00,0.70,0,200,2258.0
100,100,1.10,4.00,0.70,5,200,1867.0
100,100,1.10,4.00,0.70,10,200,1868.0
100,100,1.10,4.00,0.70,15,200,1872.0
100,100,1.10,4.00,1.00,0,200,2258.0
100,100,1.10,4.00,1.00,5,200,2031.0
100,100,1.10,4.00,1.00,10,200,1931.0
100,100,1.10,4.00,1.00,15,200,1938.0
100,100,1.10,5.00,0.10,0,200,2135.0
100,100,1.10,5.00,0.10,5,200,1868.0
100,100,1.10,5.00,0.10,10,200,1877.0
100,100,1.10,5.00,0.10,15,200,1891.0
100,100,1.10,5.00,0.40,0,200,2135.0
100,100,1.10,5.00,0.40,5,200,1861.0
100,100,1.10,5.00,0.40,10,200,1872.0
100,100,1.10,5.00,0.40,15,200,1871.0
100,100,1.10,5.00,0.70,0,200,2135.0
100,100,1.10,5.00,0.70,5,200,1864.0
100,100,1.10,5.00,0.70,10,200,1853.0
100,100,1.10,5.00,0.70,15,200,1856.0
100,100,1.10,5.00,1.00,0,200,2135.0
100,100,1.10,5.00,1.00,5,200,1947.0
100,100,1.10,5.00,1.00,10,200,1920.0
100,100,1.10,5.00,1.00,15,200,1896.0
100,100,1.60,1.00,0.10,0,200,4751.0
100,100,1.60,1.00,0.10,5,200,1990.0
100,100,1.60,1.00,0.10,10,200,2006.0
100,100,1.60,1.00,0.10,15,200,2011.0
100,100,1.60,1.00,0.40,0,200,4751.0
100,100,1.60,1.00,0.40,5,200,2074.0
100,100,1.60,1.00,0.40,10,200,1990.0
100,100,1.60,1.00,0.40,15,200,1941.0
100,100,1.60,1.00,0.70,0,200,4751.0
100,100,1.60,1.00,0.70,5,200,1892.0
100,100,1.60,1.00,0.70,10,200,1862.0
100,100,1.60,1.00,0.70,15,200,1917.0
100,100,1.60,1.00,1.00,0,200,4751.0
100,100,1.60,1.00,1.00,5,200,3971.0
100,100,1.60,1.00,1.00,10,200,3628.0
100,100,1.60,1.00,1.00,15,200,3155.0
100,100,1.60,2.00,0.10,0,200,3458.0
100,100,1.60,2.00,0.10,5,200,1919.0
100,100,1.60,2.00,0.10,10,200,1913.0
100,100,1.60,2.00,0.10,15,200,1880.0
100,100,1.60,2.00,0.40,0,200,3458.0
100,100,1.60,2.00,0.40,5,200,1891.0
100,100,1.60,2.00,0.40,10,200,1895.0
100,100,1.60,2.00,0.40,15,200,1859.0
100,100,1.60,2.00,0.70,0,200,3458.0
100,100,1.60,2.00,0.70,5,200,1882.0
100,100,1.60,2.00,0.70,10,200,1875.0
100,100,1.60,2.00,0.70,15,200,1820.0
100,100,1.60,2.00,1.00,0,200,3458.0
100,100,1.60,2.00,1.00,5,200,2388.0
100,100,1.60,2.00,1.00,10,200,2200.0
100,100,1.60,2.00,1.00,15,200,2055.0
100,100,1.60,3.00,0.10,0,200,2537.0
100,100,1.60,3.00,0.10,5,200,1892.0
100,100,1.60,3.00,0.10,10,200,1907.0
100,100,1.60,3.00,0.10,15,200,1903.0
100,100,1.60,3.00,0.40,0,200,2686.0
100,100,1.60,3.00,0.40,5,200,1853.0
100,100,1.60,3.00,0.40,10,200,1873.0
100,100,1.60,3.00,0.40,15,200,1858.0
100,100,1.60,3.00,0.70,0,200,2686.0
100,100,1.60,3.00,0.70,5,200,1871.0
100,100,1.60,3.00,0.70,10,200,1840.0
100,100,1.60,3.00,0.70,15,200,1825.0
100,100,1.60,3.00,1.00,0,200,2686.0
100,100,1.60,3.00,1.00,5,200,2051.0
100,100,1.60,3.00,1.00,10,200,1920.0
100,100,1.60,3.00,1.00,15,200,1886.0
100,100,1.60,4.00,0.10,0,200,2254.0
100,100,1.60,4.00,0.10,5,200,1863.0
100,100,1.60,4.00,0.10,10,200,1867.0
100,100,1.60,4.00,0.10,15,200,1858.0
100,100,1.60,4.00,0.40,0,200,2258.0
100,100,1.60,4.00,0.40,5,200,1863.0
100,100,1.60,4.00,0.40,10,200,1843.0
100,100,1.60,4.00,0.40,15,200,1875.0
100,100,1.60,4.00,0.70,0,200,2258.0
100,100,1.60,4.00,0.70,5,200,1864.0
100,100,1.60,4.00,0.70,10,200,1853.0
100,100,1.60,4.00,0.70,15,200,1862.0
100,100,1.60,4.00,1.00,0,200,2258.0
100,100,1.60,4.00,1.00,5,200,1940.0
100,100,1.60,4.00,1.00,10,200,1867.0
100,100,1.60,4.00,1.00,15,200,1861.0
100,100,1.60,5.00,0.10,0,200,2135.0
100,100,1.60,5.00,0.10,5,200,1884.0
100,100,1.60,5.00,0.10,10,200,1901.0
100,100,1.60,5.00,0.10,15,200,1846.0
100,100,1.60,5.00,0.40,0,200,2135.0
100,100,1.60,5.00,0.40,5,200,1892.0
100,100,1.60,5.00,0.40,10,200,1866.0
100,100,1.60,5.00,0.40,15,200,1864.0
100,100,1.60,5.00,0.70,0,200,2135.0
100,100,1.60,5.00,0.70,5,200,1860.0
100,100,1.60,5.00,0.70,10,200,1883.0
100,100,1.60,5.00,0.70,15,200,1878.0
100,100,1.60,5.00,1.00,0,200,2135.0
100,100,1.60,5.00,1.00,5,200,1892.0
100,100,1.60,5.00,1.00,10,200,1854.0
100,100,1.60,5.00,1.00,15,200,1871.0
100,100,2.10,1.00,0.10,0,200,4751.0
100,100,2.10,1.00,0.10,5,200,2107.0
100,100,2.10,1.00,0.10,10,200,2167.0
100,100,2.10,1.00,0.10,15,200,2091.0
100,100,2.10,1.00,0.40,0,200,4751.0
100,100,2.10,1.00,0.40,5,200,2019.0
100,100,2.10,1.00,0.40,10,200,2041.0
100,100,2.10,1.00,0.40,15,200,2100.0
100,100,2.10,1.00,0.70,0,200,4751.0
100,100,2.10,1.00,0.70,5,200,1927.0
100,100,2.10,1.00,0.70,10,200,1959.0
100,100,2.10,1.00,0.70,15,200,1964.0
100,100,2.10,1.00,1.00,0,200,4751.0
100,100,2.10,1.00,1.00,5,200,3714.0
100,100,2.10,1.00,1.00,10,200,3018.0
100,100,2.10,1.00,1.00,15,200,2512.0
100,100,2.10,2.00,0.10,0,200,3458.0
100,100,2.10,2.00,0.10,5,200,1977.0
100,100,2.10,2.00,0.10,10,200,1958.0
100,100,2.10,2.00,0.10,15,200,1907.0
100,100,2.10,2.00,0.40,0,200,3458.0
100,100,2.10,2.00,0.40,5,200,1889.0
100,100,2.10,2.00,0.40,10,200,1974.0
100,100,2.10,2.00,0.40,15,200,1917.0
100,100,2.10,2.00,0.70,0,200,3458.0
100,100,2.10,2.00,0.70,5,200,1848.0
100,100,2.10,2.00,0.70,10,200,1882.0
100,100,2.10,2.00,0.70,15,200,1885.0
100,100,2.10,2.00,1.00,0,200,3458.0
100,100,2.10,2.00,1.00,5,200,2257.0
100,100,2.10,2.00,1.00,10,200,1965.0
100,100,2.10,2.00,1.00,15,200,1854.0
100,100,2.10,3.00,0.10,0,200,2377.0
100,100,2.10,3.00,0.10,5,200,1873.0
100,100,2.10,3.00,0.10,10,200,1871.0
100,100,2.10,3.00,0.10,15,200,1901.0
100,100,2.10,3.00,0.40,0,200,2686.0
100,100,2.10,3.00,0.40,5,200,1891.0
100,100,2.10,3.00,0.40,10,200,1867.0
100,100,2.10,3.00,0.40,15,200,1849.0
100,100,2.10,3.00,0.70,0,200,2686.0
100,100,2.10,3.00,0.70,5,200,1863.0
100,100,2.10,3.00,0.70,10,200,1853.0
100,100,2.10,3.00,0.70,15,200,1896.0
100,100,2.10,3.00,1.00,0,200,2686.0
100,100,2.10,3.00,1.00,5,200,1910.0
100,100,2.10,3.00,1.00,10,200,1881.0
100,100,2.10,3.00,1.00,15,200,1854.0
100,100,2.10,4.00,0.10,0,200,2299.0
100,100,2.10,4.00,0.10,5,200,1880.0
100,100,2.10,4.00,0.10,10,200,1888.0
100,100,2.10,4.00,0.10,15,200,1843.0
100,100,2.10,4.00,0.40,0,200,2258.0
100,100,2.10,4.00,0.40,5,200,1875.0
100,100,2.10,4.00,0.40,10,200,1874.0
100,100,2.10,4.00,0.40,15,200,1878.0
100,100,2.10,4.00,0.70,0,200,2258.0
100,100,2.10,4.00,0.70,5,200,1850.0
100,100,2.10,4.00,0.70,10,200,1867.0
100,100,2.10,4.00,0.70,15,200,1870.0
100,100,2.10,4.00,1.00,0,200,2258.0
100,100,2.10,4.00,1.00,5,200,1883.0
100,100,2.10,4.00,1.00,10,200,1850.0
100,100,2.10,4.00,1.00,15,200,1842.0
100,100,2.10,5.00,0.10,0,200,2135.0
100,100,2.10,5.00,0.10,5,200,1888.0
100,100,2.10,5.00,0.10,10,200,1880.0
100,100,2.10,5.00,0.10,15,200,1901.0
100,100,2.10,5.00,0.40,0,200,2135.0
100,100,2.10,5.00,0.40,5,200,1832.0
100,100,2.10,5.00,0.40,10,200,1858.0
100,100,2.10,5.00,0.40,15,200,1858.0
100,100,2.10,5.00,0.70,0,200,2135.0
100,100,2.10,5.00,0.70,5,200,1864.0
100,100,2.10,5.00,0.70,10,200,1874.0
100,100,2.10,5.00,0.70,15,200,1866.0
100,100,2.10,5.00,1.00,0,200,2135.0
100,100,2.10,5.00,1.00,5,200,1850.0
100,100,2.10,5.00,1.00,10,200,1842.0
100,100,2.10,5.00,1.00,15,200,1868.0
100,100,2.60,1.00,0.10,0,200,4606.0
100,100,2.60,1.00,0.10,5,200,2026.0
100,100,2.60,1.00,0.10,10,200,2190.0
100,100,2.60,1.00,0.10,15,200,2198.0
100,100,2.60,1.00,0.40,0,200,4751.0
100,100,2.60,1.00,0.40,5,200,2003.0
100,100,2.60,1.00,0.40,10,200,2107.0
100,100,2.60,1.00,0.40,15,200,2031.0
100,100,2.60,1.00,0.70,0,200,4751.0
100,100,2.60,1.00,0.70,5,200,2010.0
100,100,2.60,1.00,0.70,10,200,1992.0
100,100,2.60,1.00,0.70,15,200,1957.0
100,100,2.60,1.00,1.00,0,200,4751.0
100,100,2.60,1.00,1.00,5,200,3503.0
100,100,2.60,1.00,1.00,10,200,2503.0
100,100,2.60,1.00,1.00,15,200,2073.0
100,100,2.60,2.00,0.10,0,200,3440.0
100,100,2.60,2.00,0.10,5,200,1942.0
100,100,2.60,2.00,0.10,10,200,1943.0
100,100,2.60,2.00,0.10,15,200,1936.0
100,100,2.60,2.00,0.40,0,200,3458.0
100,100,2.60,2.00,0.40,5,200,1946.0
100,100,2.60,2.00,0.40,10,200,1881.0
100,100,2.60,2.00,0.40,15,200,1942.0
100,100,2.60,2.00,0.70,0,200,3458.0
100,100,2.60,2.00,0.70,5,200,1861.0
100,100,2.60,2.00,0.70,10,200,1878.0
100,100,2.60,2.00,0.70,15,200,1854.0
100,100,2.60,2.00,1.00,0,200,3458.0
100,100,2.60,2.00,1.00,5,200,2032.0
100,100,2.60,2.00,1.00,10,200,1859.0
100,100,2.60,2.00,1.00,15,200,1836.0
100,100,2.60,3.00,0.10,0,200,2751.0
100,100,2.60,3.00,0.10,5,200,1888.0
100,100,2.60,3.00,0.10,10,200,1912.0
100,100,2.60,3.00,0.10,15,200,1855.0
100,100,2.60,3.00,0.40,0,200,2686.0
100,100,2.60,3.00,0.40,5,200,1913.0
100,100,2.60,3.00,0.40,10,200,1877.0
100,100,2.60,3.00,0.40,15,200,1888.0
100,100,2.60,3.00,0.70,0,200,2686.0
100,100,2.60,3.00,0.70,5,200,1843.0
100,100,2.60,3.00,0.70,10,200,1873.0
100,100,2.60,3.00,0.70,15,200,1862.0
100,100,2.60,3.00,1.00,0,200,2686.0
100,100,2.60,3.00,1.00,5,200,1873.0
100,100,2.60,3.00,1.00,10,200,1854.0
100,100,2.60,3.00,1.00,15,200,1857.0
100,100,2.60,4.00,0.10,0,200,2315.0
100,100,2.60,4.00,0.10,5,200,1871.0
100,100,2.60,4.00,0.10,10,200,1870.0
100,100,2.60,4.00,0.10,15,200,1878.0
100,100,2.60,4.00,0.40,0,200,2258.0
100,100,2.60,4.00,0.40,5,200,1879.0
100,100,2.60,4.00,0.40,10,200,1866.0
100,100,2.60,4.00,0.40,15,200,1877.0
100,100,2.60,4.00,0.70,0,200,2258.0
100,100,2.60,4.00,0.70,5,200,1869.0
100,100,2.60,4.00,0.70,10,200,1853.0
100,100,2.60,4.00,0.70,15,200,1848.0
100,100,2.60,4.00,1.00,0,200,2258.0
100,100,2.60,4.00,1.00,5,200,1854.0
100,100,2.60,4.00,1.00,10,200,1849.0
100,100,2.60,4.00,1.00,15,200,1850.0
100,100,2.60,5.00,0.10,0,200,2135.0
100,100,2.60,5.00,0.10,5,200,1858.0
100,100,2.60,5.00,0.10,10,200,1867.0
100,100,2.60,5.00,0.10,15,200,1842.0
100,100,2.60,5.00,0.40,0,200,2135.0
100,100,2.60,5.00,0.40,5,200,1866.0
100,100,2.60,5.00,0.40,10,200,1871.0
100,100,2.60,5.00,0.40,15,200,1854.0
100,100,2.60,5.00,0.70,0,200,2135.0
100,100,2.60,5.00,0.70,5,200,1834.0
100,100,2.60,5.00,0.70,10,200,1848.0
100,100,2.60,5.00,0.70,15,200,1844.0
100,100,2.60,5.00,1.00,0,200,2135.0
100,100,2.60,5.00,1.00,5,200,1835.0
100,100,2.60,5.00,1.00,10,200,1858.0
100,100,2.60,5.00,1.00,15,200,1851.0
100,150,0.10,1.00,0.10,0,200,4642.0
100,150,0.10,1.00,0.10,5,200,4250.0
100,150,0.10,1.00,0.10,10,200,4382.0
100,150,0.10,1.00,0.10,15,200,4364.0
100,150,0.10,1.00,0.40,0,200,4642.0
